"form_id","extraction_time","reviewer","trial_id","publication_found","publication_url","publication_doi","identification_step","publication_type","publication_pmid","typo_primary_id","publication_date","match_design","match_indication_population","match_intervention","match_comparator","match_any_outcome","n_matching_criteria","registry","start_date_recoded","completion_date_recoded","warning_cd_to_publication","warning_start_to_publication","n_match_agree","article_found_by","article_agreement_information"
"F74",2022-12-08 02:43:10,"Tomasz_K","NCT02563353","Yes","https://link.springer.com/article/10.1007/s00198-019-05029-z","10.1007/s00198-019-05029-z","Linked at the registration","Journal publication",31309239,"NCT ID",2019-07-15,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-11-30","2019-11-30","Publication date before completion date",NA,"5","Martin_R; Tomasz_K","Found by 2/2 reviewers, matching all 5 criteria"
"F75",2022-12-08 02:46:19,"Eero_R","NCT02015468","Yes","https://doi.org/10.2106%2FJBJS.OA.19.00012","10.2106/JBJS.OA.19.00012","Systematic Google search","Journal publication",31592038,"NCT ID",2019-08-28,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-01-15","2019-01-01",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F76",2022-12-08 02:53:55,"Eero_R","NCT00888511","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2009-05-31","2016-05-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F77",2022-12-08 02:57:34,"Tomasz_K","NCT03374878","Yes","https://www.frontiersin.org/articles/10.3389/fphys.2019.00824/full","10.3389/fphys.2019.00824","Systematic Google search","Journal publication",31312144,"NCT ID",2019-07-02,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2018-02-01","2019-01-01",NA,NA,"5","Tomasz_K","Found by 1/2 reviewers, matching all 5 criteria"
"F78",2022-12-08 02:58:45,"Eero_R","NCT02978053","Yes","https://doi.org/10.5271%2Fsjweh.3930","10.5271/sjweh.3930","Systematic Google search","Journal publication",33080034,"NCT ID",2020-10-20,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-11-30","2019-06-30",NA,NA,"5; 4","Eero_R; Luca_H","Found by 2/2 reviewers, near-match vs. full match"
"F79",2022-12-08 03:01:58,"Eero_R","NCT02625896","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-06-17","2018-10-14",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F80",2022-12-08 03:04:46,"Eero_R","NCT01969877","Yes","https://doi.org/10.1200/jco.20.02072","10.1200/jco.20.02072","Linked at the registration","Journal publication",33052757,"NCT ID",2020-10-14,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-11-30","2018-04-30",NA,NA,"5","Eero_R","Found by 1/2 reviewers, matching all 5 criteria"
"F81",2022-12-08 03:29:38,"Tomasz_K","NCT03634761","Yes","https://www.tandfonline.com/doi/full/10.1080/11038128.2021.1993330","10.1080/11038128.2021.1993330","Systematic Google search","Journal publication",34696666,"NCT ID",2021-10-25,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-05-15","2019-05-30",NA,NA,"5","Martin_R; Tomasz_K","Found by 2/2 reviewers, matching all 5 criteria"
"F82",2022-12-08 04:15:40,"Eero_R","NCT02279056","Yes","https://doi.org/10.3389%2Ffpsyg.2018.02413","10.3389/fpsyg.2018.02413","Systematic Google search","Journal publication",30555398,"NCT ID",2018-11-29,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2014-10-31","2017-10-20",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F83",2022-12-08 04:21:41,"Eero_R","NCT02573935","Yes","https://doi.org/10.1186/s40164-018-0110-0","10.1186/s40164-018-0110-0","Linked at the registration","Journal publication",30123673,"NCT ID",2018-08-13,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-01-31","2016-09-30",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F84",2022-12-08 04:24:43,"Eero_R","NCT02573935","Yes","https://doi.org/10.1111/ejh.13175","10.1111/ejh.13175","Linked at the registration","Journal publication",30230047,"NCT ID",2018-10-29,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-01-31","2016-09-30",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F85",2022-12-08 04:28:20,"Eero_R","NCT02573935","Yes","https://doi.org/10.1182/blood.V130.Suppl_1.3129.3129","10.1182/blood.V130.Suppl_1.3129.3129","Systematic Google search","Journal publication",NA,"NCT ID",2017-12-08,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-01-31","2016-09-30",NA,NA,"5","Eero_R","Found by 1/2 reviewers, matching all 5 criteria"
"F86",2022-12-08 04:32:37,"Eero_R","NCT01140438","Yes","https://doi.org/10.1111/dom.13797","10.1111/dom.13797","Linked at the registration","Journal publication",31148332,"NCT ID",2019-06-19,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2009-03-31","2018-11-30",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F87",2022-12-08 04:36:09,"Eero_R","NCT01140438","Yes","https://doi.org/10.1016/j.cyto.2022.155792","10.1016/j.cyto.2022.155792","Systematic Google search","Journal publication",35066451,"NCT ID",2022-01-20,"Yes","Yes","Yes","Yes","No",4,"ctgov","2009-03-31","2018-11-30",NA,NA,"4","Eero_R","Found by 1/2 reviewers, near-match"
"F88",2022-12-08 05:14:22,"Eero_R","NCT02531451","Yes","https://doi.org/10.3389/fphys.2017.01074","10.3389/fphys.2017.01074","Systematic Google search","Journal publication",29311990,"NCT ID",2017-12-19,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-09-30","2016-06-30",NA,NA,"5","Eero_R","Found by 1/2 reviewers, matching all 5 criteria"
"F89",2022-12-08 05:24:45,"Emmanuel_Z","NCT01708109","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2011-11-27","2018-01-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F90",2022-12-08 05:27:38,"Eero_R","NCT03459885","Yes","https://doi.org/10.3389/fneur.2020.00397","10.3389/fneur.2020.00397","Linked at the registration","Journal publication",32508738,"NCT ID",2020-05-20,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2018-02-28","2019-06-28",NA,NA,"5","Eero_R","Found by 1/2 reviewers, matching all 5 criteria"
"F91",2022-12-08 05:31:44,"Eero_R","NCT02025920","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2014-01-31","2019-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F92",2022-12-08 05:32:05,"Emmanuel_Z","NCT02259075","Yes","https://doi.org/10.1177/0333102416648328","10.1177/0333102416648328","Linked at the registration","Journal publication",27154997,"NCT ID",2016-05-06,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-02-28","2016-03-31",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria"
"F93",2022-12-08 05:37:59,"Emmanuel_Z","NCT03291145","Yes","https://doi.org/10.1016/j.hrthm.2020.08.017","10.1016/j.hrthm.2020.08.017","Linked at the registration","Journal publication",32882399,"NCT ID",2020-08-31,"Yes","Yes","No","No","Yes",3,"ctgov","2017-06-27","2019-01-01",NA,NA,"3; 5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, near-match vs. full match"
"F94",2022-12-08 05:40:40,"Emmanuel_Z","NCT03291145","Yes","https://doi.org/10.1136/openhrt-2021-001670","10.1136/openhrt-2021-001670","Linked at the registration","Journal publication",34531279,"NCT ID",2021-09-01,"Yes","Yes","Yes","No","Yes",4,"ctgov","2017-06-27","2019-01-01",NA,NA,"4","Emmanuel_Z","Found by 1/2 reviewers, near-match"
"F95",2022-12-08 05:40:50,"Eero_R","NCT01476566","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2013-01-31","2016-01-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F96",2022-12-08 05:43:29,"Eero_R","NCT04168307","Yes","https://doi.org/10.1177%2F0269215520929727","10.1177/0269215520929727","Systematic Google search","Journal publication",32526153,"NCT ID",2020-06-11,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2014-11-29","2017-12-01",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F97",2022-12-08 05:46:35,"Eero_R","NCT03036241","Yes","https://doi.org/10.1177/1457496918798206","10.1177/1457496918798206","Linked at the registration","Journal publication",30182815,"NCT ID",2018-09-05,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-01-23","2017-02-28",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F98",2022-12-08 05:49:16,"Eero_R","NCT02890563","Yes","https://doi.org/10.1016/j.ejvs.2019.08.020","10.1016/j.ejvs.2019.08.020","Linked at the registration","Journal publication",31753745,"NCT ID",2019-11-18,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-08-31","2019-03-31",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F99",2022-12-08 05:53:07,"Eero_R","NCT02952378","Yes","https://doi.org/10.1186/s13054-020-02855-0","10.1186/s13054-020-02855-0","Linked at the registration","Journal publication",32366324,"NCT ID",2020-05-05,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-10-31","2019-01-31",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F100",2022-12-08 05:53:48,"Emmanuel_Z","NCT03301337","Yes","https://doi.org/10.1007/s00726-021-03000-z","10.1007/s00726-021-03000-z","Systematic Google search","Journal publication",33991254,"NCT ID",2021-05-15,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-10-04","2019-10-30",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria"
"F101",2022-12-08 05:57:46,"Emmanuel_Z","NCT03494972","Yes","https://doi.org/10.1016/j.oooo.2018.12.004","10.1016/j.oooo.2018.12.004","Systematic Google search","Journal publication",31221615,"NCT ID",2018-12-14,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-01-02","2018-02-01",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria"
"F102",2022-12-08 06:01:48,"Eero_R","NCT01721005","Yes","https://doi.org/10.1177/2047487313494041","10.1177/2047487313494041","Linked at the registration","Journal publication",23780517,"NCT ID",2013-06-18,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-04-30","2017-12-31","Publication date before completion date",NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F103",2022-12-08 06:02:17,"Emmanuel_Z","2014-003432-39","Yes","https://doi.org/10.1111/dom.12779","10.1111/dom.12779","Systematic Google search","Journal publication",27550386,"EudraCT ID",2016-09-26,"Yes","Yes","Yes","Yes","Yes",5,"euctr","2014-11-03","2016-03-14",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria"
"F104",2022-12-08 06:02:48,"Eero_R","NCT01721005","Yes","https://doi.org/10.1186/s12877-017-0607-0","10.1186/s12877-017-0607-0","Linked at the registration","Journal publication",28915862,"NCT ID",2017-09-16,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-04-30","2017-12-31","Publication date before completion date",NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F105",2022-12-08 06:04:06,"Emmanuel_Z","NCT03413501","Yes","https://doi.org/10.1515/sjpain-2018-0097","10.1515/sjpain-2018-0097","Linked at the registration","Journal publication",30465720,"NCT ID",2019-04-24,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-09-20","2018-02-20",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria"
"F106",2022-12-08 06:06:00,"Eero_R","NCT01721005","Yes","https://doi.org/10.1080/02813432.2017.1358858","10.1080/02813432.2017.1358858","Systematic Google search","Journal publication",28784027,"NCT ID",2017-08-07,"Yes","Yes","Yes","Yes","No",4,"ctgov","2012-04-30","2017-12-31","Publication date before completion date",NA,"4","Eero_R","Found by 1/2 reviewers, near-match"
"F107",2022-12-08 06:07:27,"Emmanuel_Z","NCT03357393","Yes","https://doi.org/10.1097/lbr.0000000000000610","10.1097/lbr.0000000000000610","Systematic Google search","Journal publication",31478938,"NCT ID",2020-04-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-04-04","2017-05-09",NA,NA,"5","Emmanuel_Z","Found by 1/2 reviewers, matching all 5 criteria"
"F108",2022-12-08 06:18:57,"Eero_R","NCT03358745","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-06-01","2018-12-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F109",2022-12-08 06:21:07,"Eero_R","NCT02078063","Yes","https://doi.org/10.1016/j.contraception.2019.02.003","10.1016/j.contraception.2019.02.003","Linked at the registration","Journal publication",30831101,"NCT ID",2019-03-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-11-30","2017-11-30",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F110",2022-12-08 06:22:34,"Emmanuel_Z","NCT04410497","Yes","https://doi.org/10.1016/j.burns.2019.04.004","10.1016/j.burns.2019.04.004","Systematic Google search","Journal publication",31230798,"NCT ID",2019-06-21,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-05-11","2018-05-08",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria"
"F111",2022-12-08 06:25:03,"Emmanuel_Z","NCT00816049","Yes","https://doi.org/10.1111/ejh.12979","10.1111/ejh.12979","Systematic Google search","Journal publication",28983968,"NCT ID",2017-11-09,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2009-01-31","2016-03-02",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria"
"F112",2022-12-08 06:25:58,"Eero_R","NCT01318928","Yes","https://doi.org/10.1902/jop.2016.160332","10.1902/jop.2016.160332","Linked at the registration","Journal publication",27767387,"NCT ID",2016-10-21,"Yes","Yes","Yes","Yes","No",4,"ctgov","2008-01-31","2016-10-31","Publication date before completion date",NA,"4","Eero_R","Found by 1/2 reviewers, near-match"
"F113",2022-12-08 06:27:39,"Eero_R","NCT01318928","Yes","https://doi.org/10.1111/jcpe.12793","10.1111/jcpe.12793","Linked at the registration","Journal publication",28796888,"NCT ID",2017-09-15,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2008-01-31","2016-10-31",NA,NA,"5","Eero_R","Found by 1/2 reviewers, matching all 5 criteria"
"F114",2022-12-08 06:38:37,"Eero_R","NCT02499302","Yes","http://dx.doi.org/10.1136/bmjpo-2020-000797","10.1136/bmjpo-2020-000797","Linked at the registration","Journal publication",33117895,"NCT ID",2020-10-21,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-10-31","2018-10-31",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F115",2022-12-08 10:51:10,"Maximilian_S","NCT02953470","Yes","https://doi.org/10.2147/CIA.S208102","10.2147/CIA.S208102","Systematic Google search","Journal publication",31308644,"NCT ID",2019-07-05,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-10-31","2018-09-30",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria"
"F116",2022-12-08 11:00:37,"Maximilian_S","NCT02898480","Yes","https://doi.org/10.1167/iovs.17-22461","10.1167/iovs.17-22461","Systematic Google search","Journal publication",29049727,"NCT ID",2017-10-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-09-30","2017-05-31",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria"
"F117",2022-12-08 11:12:57,"Maximilian_S","NCT01831271","Yes","https://doi.org/10.1016/j.apmr.2018.06.008","10.1016/j.apmr.2018.06.008","Linked at the registration","Journal publication",30473018,"NCT ID",2018-07-04,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2010-08-31","2017-03-31",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria"
"F118",2022-12-08 11:19:50,"Maximilian_S","NCT02695810","Yes","https://link.springer.com/article/10.1007/s00125-020-05306-1","10.1007/s00125-020-05306-1","Linked at the registration","Journal publication",33064182,"NCT ID",2020-10-16,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-02-24","2019-01-13",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria"
"F119",2022-12-08 11:25:23,"Maximilian_S","NCT02624440","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2013-01-31","2017-07-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F120",2022-12-08 18:32:27,"Maximilian_S","NCT02545270","Yes","https://doi.org/10.1111/aas.13001","10.1111/aas.13001","Systematic Google search","Journal publication",28990176,"NCT ID",2017-11-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-03-31","2016-08-31",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria"
"F121",2022-12-08 18:44:11,"Maximilian_S","NCT03311438","Yes","https://bmcoralhealth.biomedcentral.com/articles/10.1186/s12903-018-0495-5","10.1186/s12903-018-0495-5","Linked at the registration","Journal publication",29566698,"NCT ID",2018-03-23,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2009-09-01","2016-12-16",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria"
"F122",2022-12-08 19:06:48,"Maximilian_S","NCT01699256","Yes","https://implementationscience.biomedcentral.com/articles/10.1186/s13012-016-0509-0","10.1186/s13012-016-0509-0","Linked at the registration","Journal publication",27769263,"NCT ID",2016-10-21,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-10-31","2016-05-31",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria"
"F123",2022-12-08 19:13:39,"Maximilian_S","NCT03000062","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-01-31","2019-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F124",2022-12-08 19:17:16,"Maximilian_S","NCT01431261","Yes","https://doi.org/10.1016/j.math.2016.08.004","10.1016/j.math.2016.08.004","Linked at the registration","Journal publication",27598552,"NCT ID",2016-08-20,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-01-31","2016-06-30",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria"
"F125",2022-12-08 22:07:01,"Maximilian_S","NCT04172662","Yes","https://doi.org/10.1016/j.apnr.2020.151376","10.1016/j.apnr.2020.151376","Systematic Google search","Journal publication",33280783,"NCT ID",2020-10-24,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2018-03-01","2019-09-27",NA,NA,"5","Maximilian_S","Found by 1/2 reviewers, matching all 5 criteria"
"F126",2022-12-08 22:10:23,"Maximilian_S","NCT03652714","Yes","https://doi.org/10.1016/j.bja.2020.02.025","10.1016/j.bja.2020.02.025","Linked at the registration","Journal publication",32303377,"NCT ID",2020-04-15,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2018-09-19","2019-09-09",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria"
"F127",2022-12-08 22:19:30,"Maximilian_S","NCT03014011","Yes","https://link.springer.com/article/10.1007/s00125-019-4964-4","10.1007/s00125-019-4964-4","Linked at the registration","Journal publication",31367958,"NCT ID",2019-07-31,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-06-13","2018-07-24",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria"
"F128",2022-12-08 22:25:59,"Maximilian_S","NCT01956604","Yes","https://bmcpharmacoltoxicol.biomedcentral.com/articles/10.1186/s40360-018-0218-1","10.1186/s40360-018-0218-1","Linked at the registration","Journal publication",29884231,"NCT ID",2018-06-08,"Yes","Yes","Yes","Yes","No",4,"ctgov","2014-04-10","2017-09-12",NA,NA,"4","Maximilian_S; Till_B","Found by 2/2 reviewers, near-match vs. ineligible match"
"F129",2022-12-08 22:31:20,"Maximilian_S","NCT01955590","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2012-11-30","2019-03-15",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
