"form_id","extraction_time","reviewer","trial_id","publication_found","publication_url","publication_doi","identification_step","publication_type","publication_pmid","typo_primary_id","publication_date","match_design","match_indication_population","match_intervention","match_comparator","match_any_outcome","n_matching_criteria","registry","start_date_recoded","completion_date_recoded","warning_cd_to_publication","warning_start_to_publication","n_match_agree","article_found_by","article_agreement_information","proj_id","eligibility","crossregistration_check","nct_id","eudract_id","main_id","reviewer_1","reviewer_2","has_publication","former_discrepancy","extraction_date_latest"
"F71",2022-12-08,"Eero_R","NCT02234830","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2012-12-21","2017-05-14",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",450,"Eligible","Irrelevant intervention type","NCT02234830",NA,NA,NA,NA,NA,NA,NA
"F72",2022-12-08,"Eero_R","NCT02050282","Yes","https://doi.org/10.1177/2048872617709985","10.1177/2048872617709985","Linked at the registration","Journal publication","28492084","NCT ID",2017-05-11,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-02-28","2016-05-31",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",2137,"Eligible","Irrelevant intervention type","NCT02050282",NA,NA,NA,NA,NA,NA,NA
"F73",2022-12-08,"Eero_R","NCT03348644","Yes","https://doi.org/10.5812/ijem.91454","10.5812/ijem.91454","Systematic Google search","Journal publication","31903094","NCT ID",2019-10-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-08-01","2016-06-01",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",667,"Eligible","Irrelevant intervention type","NCT03348644",NA,NA,NA,NA,NA,NA,NA
"F74",2022-12-08,"Tomasz_K","NCT02563353","Yes","https://link.springer.com/article/10.1007/s00198-019-05029-z","10.1007/s00198-019-05029-z","Linked at the registration","Journal publication","31309239","NCT ID",2019-07-15,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-11-30","2019-11-30","Publication date before completion date",NA,"5","Martin_R; Tomasz_K","Found by 2/2 reviewers, matching all 5 criteria",2427,"Eligible","None found","NCT02563353",NA,NA,NA,NA,NA,NA,NA
"F75",2022-12-08,"Eero_R","NCT02015468","Yes","https://doi.org/10.2106%2FJBJS.OA.19.00012","10.2106/JBJS.OA.19.00012","Systematic Google search","Journal publication","31592038","NCT ID",2019-08-28,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2012-01-15","2019-01-01",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",2086,"Eligible","Irrelevant intervention type","NCT02015468",NA,NA,NA,NA,NA,NA,NA
"F76",2022-12-08,"Eero_R","NCT00888511","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2009-05-31","2016-05-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",587,"Cross-registration duplicate","Identified in manual search","NCT00888511","2008-008921-30",NA,NA,NA,NA,NA,NA
"F77",2022-12-08,"Tomasz_K","NCT03374878","Yes","https://www.frontiersin.org/articles/10.3389/fphys.2019.00824/full","10.3389/fphys.2019.00824","Systematic Google search","Journal publication","31312144","NCT ID",2019-07-02,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-02-01","2019-01-01",NA,NA,"5","Tomasz_K","Found by 1/2 reviewers, matching all 5 criteria",647,"Eligible","Irrelevant intervention type","NCT03374878",NA,NA,NA,NA,NA,NA,NA
"F78",2022-12-08,"Eero_R","NCT02978053","Yes","https://doi.org/10.5271%2Fsjweh.3930","10.5271/sjweh.3930","Systematic Google search","Journal publication","33080034","NCT ID",2020-10-20,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-11-30","2019-06-30",NA,NA,"5; 4","Eero_R; Luca_H","Found by 2/2 reviewers, near-match vs. full match",1417,"Eligible","Irrelevant intervention type","NCT02978053",NA,NA,NA,NA,NA,NA,NA
"F79",2022-12-08,"Eero_R","NCT02625896","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-06-17","2018-10-14",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2278,"Eligible","Irrelevant intervention type","NCT02625896",NA,NA,NA,NA,NA,NA,NA
"F80",2022-12-08,"Eero_R","NCT01969877","Yes","https://doi.org/10.1200/jco.20.02072","10.1200/jco.20.02072","Linked at the registration","Journal publication","33052757","NCT ID",2020-10-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-11-30","2018-04-30",NA,NA,"5","Eero_R","Found by 1/2 reviewers, matching all 5 criteria",1947,"Eligible","Identified in manual search","NCT01969877","2012-001879-37",NA,NA,NA,NA,NA,NA
"F82",2022-12-08,"Eero_R","NCT02279056","Yes","https://doi.org/10.3389%2Ffpsyg.2018.02413","10.3389/fpsyg.2018.02413","Systematic Google search","Journal publication","30555398","NCT ID",2018-11-29,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-10-31","2017-10-20",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",763,"Eligible","Irrelevant intervention type","NCT02279056",NA,NA,NA,NA,NA,NA,NA
"F83",2022-12-08,"Eero_R","NCT02573935","Yes","https://doi.org/10.1186/s40164-018-0110-0","10.1186/s40164-018-0110-0","Linked at the registration","Journal publication","30123673","NCT ID",2018-08-13,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-01-31","2016-09-30",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",2407,"Eligible","Identified in publication","NCT02573935","2014-002187-32",NA,NA,NA,NA,NA,NA
"F84",2022-12-08,"Eero_R","NCT02573935","Yes","https://doi.org/10.1111/ejh.13175","10.1111/ejh.13175","Linked at the registration","Journal publication","30230047","NCT ID",2018-10-29,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-01-31","2016-09-30",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",2407,"Eligible","Identified in publication","NCT02573935","2014-002187-32",NA,NA,NA,NA,NA,NA
"F85",2022-12-08,"Eero_R","NCT02573935","Yes","https://doi.org/10.1182/blood.V130.Suppl_1.3129.3129","10.1182/blood.V130.Suppl_1.3129.3129","Systematic Google search","Journal publication",NA,"NCT ID",2017-12-08,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-01-31","2016-09-30",NA,NA,"5","Eero_R","Found by 1/2 reviewers, matching all 5 criteria",2407,"Eligible","Identified in publication","NCT02573935","2014-002187-32",NA,NA,NA,NA,NA,NA
"F86",2022-12-08,"Eero_R","NCT01140438","Yes","https://doi.org/10.1111/dom.13797","10.1111/dom.13797","Linked at the registration","Journal publication","31148332","NCT ID",2019-06-19,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2009-03-31","2018-11-30",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",974,"Eligible","None found","NCT01140438",NA,NA,NA,NA,NA,NA,NA
"F87",2022-12-08,"Eero_R","NCT01140438","Yes","https://doi.org/10.1016/j.cyto.2022.155792","10.1016/j.cyto.2022.155792","Systematic Google search","Journal publication","35066451","NCT ID",2022-01-20,"Yes","Yes","Yes","Yes","No","4","ctgov","2009-03-31","2018-11-30",NA,NA,"4","Eero_R","Found by 1/2 reviewers, near-match",974,"Eligible","None found","NCT01140438",NA,NA,NA,NA,NA,NA,NA
"F88",2022-12-08,"Eero_R","NCT02531451","Yes","https://doi.org/10.3389/fphys.2017.01074","10.3389/fphys.2017.01074","Systematic Google search","Journal publication","29311990","NCT ID",2017-12-19,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-09-30","2016-06-30",NA,NA,"5","Eero_R","Found by 1/2 reviewers, matching all 5 criteria",327,"Cross-registration duplicate","Automatically identified","NCT02531451","2014-004872-47",NA,NA,NA,NA,NA,NA
"F89",2022-12-08,"Emmanuel_Z","NCT01708109","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2011-11-27","2018-01-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1566,"Eligible","Irrelevant intervention type","NCT01708109",NA,NA,NA,NA,NA,NA,NA
"F90",2022-12-08,"Eero_R","NCT03459885","Yes","https://doi.org/10.3389/fneur.2020.00397","10.3389/fneur.2020.00397","Linked at the registration","Journal publication","32508738","NCT ID",2020-05-20,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-02-28","2019-06-28",NA,NA,"5","Eero_R","Found by 1/2 reviewers, matching all 5 criteria",332,"Eligible","Irrelevant intervention type","NCT03459885",NA,NA,NA,NA,NA,NA,NA
"F91",2022-12-08,"Eero_R","NCT02025920","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2014-01-31","2019-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2092,"Eligible","Irrelevant intervention type","NCT02025920",NA,NA,NA,NA,NA,NA,NA
"F92",2022-12-08,"Emmanuel_Z","NCT02259075","Yes","https://doi.org/10.1177/0333102416648328","10.1177/0333102416648328","Linked at the registration","Journal publication","27154997","NCT ID",2016-05-06,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-02-28","2016-03-31",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",751,"Eligible","Identified in publication","NCT02259075","2014-001852-43",NA,NA,NA,NA,NA,NA
"F93",2022-12-08,"Emmanuel_Z","NCT03291145","Yes","https://doi.org/10.1016/j.hrthm.2020.08.017","10.1016/j.hrthm.2020.08.017","Linked at the registration","Journal publication","32882399","NCT ID",2020-08-31,"Yes","Yes","No","No","Yes","3","ctgov","2017-06-27","2019-01-01",NA,NA,"3; 5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, near-match vs. full match",732,"Eligible","None found","NCT03291145",NA,NA,NA,NA,NA,NA,NA
"F94",2022-12-08,"Emmanuel_Z","NCT03291145","Yes","https://doi.org/10.1136/openhrt-2021-001670","10.1136/openhrt-2021-001670","Linked at the registration","Journal publication","34531279","NCT ID",2021-09-01,"Yes","Yes","Yes","No","Yes","4","ctgov","2017-06-27","2019-01-01",NA,NA,"4","Emmanuel_Z","Found by 1/2 reviewers, near-match",732,"Eligible","None found","NCT03291145",NA,NA,NA,NA,NA,NA,NA
"F95",2022-12-08,"Eero_R","NCT01476566","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2013-01-31","2016-01-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1145,"Eligible","Irrelevant intervention type","NCT01476566",NA,NA,NA,NA,NA,NA,NA
"F96",2022-12-08,"Eero_R","NCT04168307","Yes","https://doi.org/10.1177%2F0269215520929727","10.1177/0269215520929727","Systematic Google search","Journal publication","32526153","NCT ID",2020-06-11,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-11-29","2017-12-01",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",1264,"Eligible","Irrelevant intervention type","NCT04168307",NA,NA,NA,NA,NA,NA,NA
"F97",2022-12-08,"Eero_R","NCT03036241","Yes","https://doi.org/10.1177/1457496918798206","10.1177/1457496918798206","Linked at the registration","Journal publication","30182815","NCT ID",2018-09-05,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-01-23","2017-02-28",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",1320,"Eligible","Irrelevant intervention type","NCT03036241",NA,NA,NA,NA,NA,NA,NA
"F98",2022-12-08,"Eero_R","NCT02890563","Yes","https://doi.org/10.1016/j.ejvs.2019.08.020","10.1016/j.ejvs.2019.08.020","Linked at the registration","Journal publication","31753745","NCT ID",2019-11-18,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-08-31","2019-03-31",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",1604,"Eligible","Irrelevant intervention type","NCT02890563",NA,NA,NA,NA,NA,NA,NA
"F99",2022-12-08,"Eero_R","NCT02952378","Yes","https://doi.org/10.1186/s13054-020-02855-0","10.1186/s13054-020-02855-0","Linked at the registration","Journal publication","32366324","NCT ID",2020-05-05,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-10-31","2019-01-31",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",1440,"Eligible","Identified in publication","NCT02952378","2016-000996-26",NA,NA,NA,NA,NA,NA
"F100",2022-12-08,"Emmanuel_Z","NCT03301337","Yes","https://doi.org/10.1007/s00726-021-03000-z","10.1007/s00726-021-03000-z","Systematic Google search","Journal publication","33991254","NCT ID",2021-05-15,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-10-04","2019-10-30",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",715,"Eligible","Irrelevant intervention type","NCT03301337",NA,NA,NA,NA,NA,NA,NA
"F101",2022-12-08,"Emmanuel_Z","NCT03494972","Yes","https://doi.org/10.1016/j.oooo.2018.12.004","10.1016/j.oooo.2018.12.004","Systematic Google search","Journal publication","31221615","NCT ID",2018-12-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-01-02","2018-02-01",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",2392,"Eligible","None found","NCT03494972",NA,NA,NA,NA,NA,NA,NA
"F102",2022-12-08,"Eero_R","NCT01721005","Yes","https://doi.org/10.1177/2047487313494041","10.1177/2047487313494041","Linked at the registration","Journal publication","23780517","NCT ID",2013-06-18,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2012-04-30","2017-12-31","Publication date before completion date",NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",1575,"Eligible","Irrelevant intervention type","NCT01721005",NA,NA,NA,NA,NA,NA,NA
"F103",2022-12-08,"Emmanuel_Z","2014-003432-39","Yes","https://doi.org/10.1111/dom.12779","10.1111/dom.12779","Systematic Google search","Journal publication","27550386","EudraCT ID",2016-09-26,"Yes","Yes","Yes","Yes","Yes","5","euctr","2014-11-03","2016-03-14",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",132,"Eligible","Automatically identified","NCT02313220","2014-003432-39",NA,NA,NA,NA,NA,NA
"F104",2022-12-08,"Eero_R","NCT01721005","Yes","https://doi.org/10.1186/s12877-017-0607-0","10.1186/s12877-017-0607-0","Linked at the registration","Journal publication","28915862","NCT ID",2017-09-16,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2012-04-30","2017-12-31","Publication date before completion date",NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",1575,"Eligible","Irrelevant intervention type","NCT01721005",NA,NA,NA,NA,NA,NA,NA
"F105",2022-12-08,"Emmanuel_Z","NCT03413501","Yes","https://doi.org/10.1515/sjpain-2018-0097","10.1515/sjpain-2018-0097","Linked at the registration","Journal publication","30465720","NCT ID",2019-04-24,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-09-20","2018-02-20",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",619,"Eligible","Irrelevant intervention type","NCT03413501",NA,NA,NA,NA,NA,NA,NA
"F106",2022-12-08,"Eero_R","NCT01721005","Yes","https://doi.org/10.1080/02813432.2017.1358858","10.1080/02813432.2017.1358858","Systematic Google search","Journal publication","28784027","NCT ID",2017-08-07,"Yes","Yes","Yes","Yes","No","4","ctgov","2012-04-30","2017-12-31","Publication date before completion date",NA,"4","Eero_R","Found by 1/2 reviewers, near-match",1575,"Eligible","Irrelevant intervention type","NCT01721005",NA,NA,NA,NA,NA,NA,NA
"F107",2022-12-08,"Emmanuel_Z","NCT03357393","Yes","https://doi.org/10.1097/lbr.0000000000000610","10.1097/lbr.0000000000000610","Systematic Google search","Journal publication","31478938","NCT ID",2020-04-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-04-04","2017-05-09",NA,NA,"5","Emmanuel_Z","Found by 1/2 reviewers, matching all 5 criteria",925,"Eligible","Identified in publication","NCT03357393","2015-005274-38",NA,NA,NA,NA,NA,NA
"F108",2022-12-08,"Eero_R","NCT03358745","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-06-01","2018-12-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",657,"Eligible","Irrelevant intervention type","NCT03358745",NA,NA,NA,NA,NA,NA,NA
"F109",2022-12-08,"Eero_R","NCT02078063","Yes","https://doi.org/10.1016/j.contraception.2019.02.003","10.1016/j.contraception.2019.02.003","Linked at the registration","Journal publication","30831101","NCT ID",2019-03-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-11-30","2017-11-30",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",2229,"Eligible","None found","NCT02078063",NA,NA,NA,NA,NA,NA,NA
"F110",2022-12-08,"Emmanuel_Z","NCT04410497","Yes","https://doi.org/10.1016/j.burns.2019.04.004","10.1016/j.burns.2019.04.004","Systematic Google search","Journal publication","31230798","NCT ID",2019-06-21,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-05-11","2018-05-08",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",1160,"Eligible","Irrelevant intervention type","NCT04410497",NA,NA,NA,NA,NA,NA,NA
"F111",2022-12-08,"Emmanuel_Z","NCT00816049","Yes","https://doi.org/10.1111/ejh.12979","10.1111/ejh.12979","Systematic Google search","Journal publication","28983968","NCT ID",2017-11-09,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2009-01-31","2016-03-02",NA,NA,"5","Emmanuel_Z; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",1895,"Eligible","None found","NCT00816049",NA,NA,NA,NA,NA,NA,NA
"F113",2022-12-08,"Eero_R","NCT01318928","Yes","https://doi.org/10.1111/jcpe.12793","10.1111/jcpe.12793","Linked at the registration","Journal publication","28796888","NCT ID",2017-09-15,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2008-01-31","2016-10-31",NA,NA,"5","Eero_R","Found by 1/2 reviewers, matching all 5 criteria",1047,"Eligible","None found","NCT01318928",NA,NA,NA,NA,NA,NA,NA
"F114",2022-12-08,"Eero_R","NCT02499302","Yes","http://dx.doi.org/10.1136/bmjpo-2020-000797","10.1136/bmjpo-2020-000797","Linked at the registration","Journal publication","33117895","NCT ID",2020-10-21,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-10-31","2018-10-31",NA,NA,"5","Eero_R; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",1657,"Eligible","Irrelevant intervention type","NCT02499302",NA,NA,NA,NA,NA,NA,NA
"F116",2022-12-08,"Maximilian_S","NCT02898480","Yes","https://doi.org/10.1167/iovs.17-22461","10.1167/iovs.17-22461","Systematic Google search","Journal publication","29049727","NCT ID",2017-10-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-09-30","2017-05-31",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria",1564,"Eligible","Irrelevant intervention type","NCT02898480",NA,NA,NA,NA,NA,NA,NA
"F117",2022-12-08,"Maximilian_S","NCT01831271","Yes","https://doi.org/10.1016/j.apmr.2018.06.008","10.1016/j.apmr.2018.06.008","Linked at the registration","Journal publication","30473018","NCT ID",2018-07-04,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2010-08-31","2017-03-31",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria",1829,"Eligible","Irrelevant intervention type","NCT01831271",NA,NA,NA,NA,NA,NA,NA
"F118",2022-12-08,"Maximilian_S","NCT02695810","Yes","https://link.springer.com/article/10.1007/s00125-020-05306-1","10.1007/s00125-020-05306-1","Linked at the registration","Journal publication","33064182","NCT ID",2020-10-16,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-02-24","2019-01-13",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria",2140,"Cross-registration duplicate","Automatically identified","NCT02695810","2015-001552-30",NA,NA,NA,NA,NA,NA
"F119",2022-12-08,"Maximilian_S","NCT02624440","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2013-01-31","2017-07-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2283,"Cross-registration duplicate","Automatically identified","NCT02624440","2012-004424-38",NA,NA,NA,NA,NA,NA
"F120",2022-12-08,"Maximilian_S","NCT02545270","Yes","https://doi.org/10.1111/aas.13001","10.1111/aas.13001","Systematic Google search","Journal publication","28990176","NCT ID",2017-11-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-03-31","2016-08-31",NA,NA,"5","Maximilian_S; Till_B","Found by 2/2 reviewers, matching all 5 criteria",876,"Eligible","Irrelevant intervention type","NCT02545270",NA,NA,NA,NA,NA,NA,NA
