"proj_id","primary_id","eligibility","registry","eudract_id","nct_id","crossregistration_check","short_title","lead_institution","has_results","trial_status_recoded","sponsor_status","phase","were_results_reported","study_first_submitted_date","start_date","completion_date","overall_status","enrollment","agency_classes","intervention_types_combined","max_end_date","long_title","trial_name"
55,"2012-002275-33","Eligible","euctr","2012-002275-33",NA,"None found","Renal and cardiac effects of terlipressin and dobutamin in cirrhosis and ascites. A randomised study.    Renale og kardielle effekter af terlipressin og dobutamin ved cirrose og ascites. Et randomiser...","Odense University Hospital",1,"Any Completed, none Prematurely Ended",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"2018-05-24","Renal and cardiac effects of terlipressin and dobutamin in cirrhosis and ascites. A randomised study. 
 
 
 Renale og kardielle effekter af terlipressin og dobutamin ved cirrose og ascites. Et randomiseret studie.","Dobustress"
56,"2012-002321-30","Eligible","euctr","2012-002321-30",NA,"None found","Randomized phase II trial with irinotecan as monotherapy compared to irinotecan and bevacizumab (BevIri) for patietns with platinum resistant non-resectable esophagus-, cardia or gastric cancer    Ran...","Odense University Hospital",1,"Any Completed, none Prematurely Ended",0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-02","Randomized phase II trial with irinotecan as monotherapy compared to irinotecan and bevacizumab (BevIri) for patietns with platinum resistant non-resectable esophagus-, cardia or gastric cancer 
 
 
 Randomiseret fase II forsøg med irinotecan som monoterapi sammenlignet med irinotecan og bevacizumab (BevIri) til patienter med platin resistent ikke-resektabel esofagus-, cardia eller ventrikelcancer (ECV)","BevIri"
57,"2012-002327-15","Eligible","euctr","2012-002327-15",NA,"None found","Phase II study with temozolomide and capecitabine for patients with refractory colorectal cancer    Fase II forsøg med temozolomid og capecitabin til patienter med behandlingsresistent kolorektalcance...","Odense University Hospital",1,"Any Completed, none Prematurely Ended",0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"2016-09-21","Phase II study with temozolomide and capecitabine for patients with refractory colorectal cancer 
 
 
 Fase II forsøg med temozolomid og capecitabin til patienter med behandlingsresistent kolorektalcancer","TEM"
58,"2012-002477-59","Eligible","euctr","2012-002477-59","NCT01797718","Automatically identified","Constitutional Delay of Growth and Puberty: towards evidence-based treatment    Viivästyneen puberteetin hoito aromataasin estäjällä: randomisoitu kontrolloitu kliininen lääketutkimus","Helsinki University Hospital",1,"Any Completed, none Prematurely Ended",0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"2018-02-05","Constitutional Delay of Growth and Puberty: towards evidence-based treatment 
 
 
 Viivästyneen puberteetin hoito aromataasin estäjällä: randomisoitu kontrolloitu kliininen lääketutkimus",""
59,"2012-002776-14","Eligible","euctr","2012-002776-14","NCT01849926","Automatically identified","Ibuprofen versus mecillinam for uncomplicated cystitis in adult, non-pregnant women    Ibuprofen versus mecillinam i behandlingen av ukomplisert cyctitt hos voksne, ikke-gravide kvinner","University of Oslo",1,"Any Completed, none Prematurely Ended",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-07","Ibuprofen versus mecillinam for uncomplicated cystitis in adult, non-pregnant women 
 
 
 Ibuprofen versus mecillinam til ukompliceret cystitis hos voksne, ikke-gravide kvinder","Ibuprofen versus pivmecillinam til behandlingen af blærebætenselse"
60,"2012-003219-77","Eligible","euctr","2012-003219-77","NCT01752543","Identified in publication","Effects on Exercise Hemodynamics of Vasopressin Blockade by Conivaptan Infusion in Heart Failure    Infusion af conivaptan hos patienter med kronisk stabilt hjertesvigt under arbejde","Copenhagen University Hospital",1,"Any Completed, none Prematurely Ended",0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"2016-06-26","Effects on Exercise Hemodynamics of Vasopressin Blockade by Conivaptan Infusion in Heart Failure 
 
 
 Infusion af conivaptan hos patienter med kronisk stabilt hjertesvigt under arbejde",""
61,"2012-003251-11","Eligible","euctr","2012-003251-11","NCT01785108","Identified in manual search","Pilot Trial to preserve residual insulin secretion in  children and adolescents with recent onset Type 1 diabetes by using GAD-antigen (Diamyd) therapy in combination with  Vitamin D and Ibuprofen .","Linkoeping University",1,"Any Completed, none Prematurely Ended",0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-31","Pilot Trial to preserve residual insulin secretion in  children and adolescents with recent onset Type 1 diabetes by using GAD-antigen (Diamyd) therapy in combination with  Vitamin D and Ibuprofen .","DIABGAD-1"
62,"2012-003574-66","Eligible","euctr","2012-003574-66",NA,"None found","Osseointegrated transdermal femoral amputation prostheses - Denusomab Trial","Aarhus University Hospital",1,"Any Prematurely Ended",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"2017-11-01","Osseointegrated transdermal femoral amputation prostheses - Denusomab Trial",""
63,"2012-003875-20","Eligible","euctr","2012-003875-20",NA,"None found","Postoperative pain relief following total hip arthroplasty.  A comparison between 3-in-1 blockade (single shot) with ultrasound placement and local infiltration analgesia.    Postoperativ smärtlindrin...","Örebro University Hospital",0,"Any Completed, none Prematurely Ended",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"2016-12-01","Postoperative pain relief following total hip arthroplasty. 
 A comparison between 3-in-1 blockade (single shot) with ultrasound placement and local infiltration analgesia. 
 
 
 Postoperativ smärtlindring vid total höftplastik. En jämförelse mellan 3-i-1 blockad (single shot) lagd med ultraljud och lokal infiltrations analgesi.",""
64,"2012-004424-38","Eligible","euctr","2012-004424-38","NCT02624440","Automatically identified","A randomized, open-label phase III study of Clarithromycin, Sulfamethoxa-zole/Trimethoprim or observation in combination with standard therapy in patients with newly diagnosed multiple myeloma","Aalborg University Hospital",0,"Any Completed, none Prematurely Ended",0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"2017-09-01","A randomized, open-label phase III study of Clarithromycin, Sulfamethoxa-zole/Trimethoprim or observation in combination with standard therapy in patients with newly diagnosed multiple myeloma","SUTRICA"
65,"2012-004763-45","Ineligible institution","euctr","2012-004763-45",NA,"Ignore, ineligible","Randomised, double-blind, parallel-group, placebo-controlled, fixed-dose study of Lu AE58054 in patients with mild-moderate Alzheimer's disease treated with donepezil; study 1     Randomizované dvojit...",NA,1,"Any Completed, none Prematurely Ended",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-19","Randomised, double-blind, parallel-group, placebo-controlled, fixed-dose study of Lu AE58054 in patients with mild-moderate Alzheimer?s disease treated with donepezil; study 1 
 
 
 Estudio aleatorizado, doble ciego, de grupos paralelos y controlado con placebo, de dosis fijas de Lu AE58054 en pacientes con enfermedad de Alzheimer leve o moderada tratados con donepezilo; estudio 1",""
66,"2012-004764-22","Ineligible institution","euctr","2012-004764-22",NA,"Ignore, ineligible","Randomised, double-blind, parallel-group, placebo-controlled, fixed-dose study of Lu AE58054 in patients with mild-moderate Alzheimer’s disease treated with donepezil; Study 2",NA,1,"Any Completed, none Prematurely Ended",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-08","Randomised, double-blind, parallel-group, placebo-controlled,
 fixed-dose study of Lu AE58054 in patients
 with mild-moderate Alzheimer’s disease treated with
 donepezil; Study 2",""
67,"2012-004765-40","Ineligible institution","euctr","2012-004765-40",NA,"Ignore, ineligible","Randomised, double-blind, parallel-group, placebo-controlled study of Lu AE58054 in patients with mild-moderate Alzheimer’s disease treated with an acetylcholinesterase inhibitor; Study 3",NA,1,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-12","Randomised, double-blind, parallel-group, placebo-controlled
 study of Lu AE58054 in patients with mild-moderate Alzheimer’s disease treated with an acetylcholinesterase inhibitor; Study 3 
 
 
 Randomizované dvojite zaslepené klinické hodnocení s paralelními
 skupinami, kontrolované placebem, posuzující prípravek Lu AE58054 u
 pacientu s mírnou až stredne závažnou Alzheimerovou chorobou lécených
 inhibitorem acetylcholinesterázy; klinické hodnocení c. 3",""
68,"2012-004851-35","Eligible","euctr","2012-004851-35",NA,"None found","Once versus twice daily mesalazine to introduce remission in pediatric ulcerative colitis: a randomized controlled trial    Eurooppalainen haavaisen paksusuolitulehduksen lääkehoidon yksinkertaistamis...","University of Helsinki",0,"Any Completed, none Prematurely Ended",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"2016-10-24","Once versus twice daily mesalazine to introduce remission in pediatric ulcerative colitis: a randomized controlled trial 
 
 
 Eurooppalainen haavaisen paksusuolitulehduksen lääkehoidon
 yksinkertaistamista selvittävä tutkimus",""
69,"2012-004969-40","Eligible","euctr","2012-004969-40",NA,"None found","An AMH based indivdualised controlled ovarian stimulation regiment using Corifollitrophin or graded doses of rFSH versus a standard protocol. A randomised controlled trial    Anti Mullersk Hormon (AMH...","Copenhagen University Hospital",1,"Any Completed, none Prematurely Ended",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-10","An AMH based indivdualised controlled ovarian stimulation regiment using
 Corifollitrophin or graded doses of rFSH versus a standard protocol. A
 randomised controlled trial 
 
 
 Anti Mullersk Hormon (AMH) baseret stimulationsprotokol med
 corifollitrophin alfa og rekombinant FSH til in vitro fertilisering.
 Et randomiseret klinisk studium",""
70,"2012-005063-28","Eligible","euctr","2012-005063-28",NA,"None found","Release of substance P during peritoneal dialysis: effects of intervention. Controlled cross-over study of the neurokinin-1 receptor antagonist Aprepitant    Frisättning av substans P under peritoneal...","Gothenburg University",0,"Any Completed, none Prematurely Ended",0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"2017-11-14","Release of substance P during peritoneal dialysis: effects of intervention. Controlled cross-over study of the neurokinin-1 receptor antagonist Aprepitant 
 
 
 Frisättning av substans P under peritonealdialys: effekter av intervention. Kontrollerad studie i cross-overdesign av neurokinin-1-receptorhämmaren Aprepitant",""
71,"2012-005227-33","Eligible","euctr","2012-005227-33","NCT02255604","Identified in manual search","Effect of Intralymphatic Immunotherapy on Basophil Response and Plasma Cell Kinetics in Allergic Patients    Effekt af intralymfatisk immunterapi på basophil response og plasma celle kinetik hos aller...","Aarhus University Hospital; Aarhus University",1,"Any Completed, none Prematurely Ended",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"2017-02-01","Effect of Intralymphatic Immunotherapy on Basophil Response and Plasma Cell Kinetics in Allergic Patients 
 
 
 Effekt af intralymfatisk immunterapi på basophil response og plasma celle kinetik hos allergiske patienter","PILIT"
72,"2012-005260-10","Eligible","euctr","2012-005260-10","NCT02311231","Identified in publication","Bivalirudin versus Heparin in NST and ST-Evaluation myocardial infarction on modern antiplatelet therapy in SWEDEHEART (the VALIDATE - SWEDEHEART-trial)","Uppsala University",1,"Any Completed, none Prematurely Ended",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-10","Bivalirudin versus Heparin in NST and ST-Evaluation myocardial infarction on modern antiplatelet therapy in SWEDEHEART (the VALIDATE - SWEDEHEART-trial)","VALIDATE-SWEDEHEART-trial"
73,"2013-000001-23","Ineligible institution","euctr","2013-000001-23",NA,"Ignore, ineligible","An open-label extension study to evaluate the long-term safety and tolerability of Lu AE58054 as adjunctive treatment to donepezil in patients with mild-moderate Alzheimer's disease",NA,1,"Any Completed, none Prematurely Ended",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-06","An open-label extension study to evaluate the long-term
 safety and tolerability of Lu AE58054 as adjunctive
 treatment to donepezil in patients with mild-moderate
 Alzheimer's disease",""
74,"2013-000017-21","Eligible","euctr","2013-000017-21","NCT02756598","Identified in publication","SATA 1 – Stress, Anxiety and Type A personality and analgetics (qualityinsurance project). Level of analgetics in anaesthesia for cardiac surgery evaluated by BIS and EEG monitoring, haemodynamic effe...","Aarhus University Hospital",0,"Any Completed, none Prematurely Ended",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"2019-03-01","SATA 1 – Stress, Anxiety and Type A personality and analgetics (qualityinsurance project).
 Level of analgetics in anaesthesia for cardiac surgery evaluated by BIS and EEG monitoring, haemodynamic effect and quality of recovery and correlated to preoperative anxiety and stress tests
 
 
 
 
 SATA 1 – Stress, Anxiety and Type A personality and analgetics (kvalitetssikringsprojekt).
 Niveau af smertestillende midler ved anæstesi til hjertekirurgi bedømt BIS, EEG monitorering, hæmodynamiske effekter (PAC/ekkokardiografi) samt opvågningsforløb (ICU Discharge Score) korreleret til præoperativ angst og stress niveau bedømt ved tests","SATA1"
75,"2013-000022-63","Eligible","euctr","2013-000022-63",NA,"None found","Acyl and desacyl ghrelin: The Yin and Yang of glucose homeostasis and insulin sensitivity?  -Acute metabolic effects of desacyl ghrelin in insulin resistant patients    HORMONERNE ACYL- OG DESACYL-GHR...","Aarhus University",1,"Any Completed, none Prematurely Ended",0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"","Acyl and desacyl ghrelin: The Yin and Yang of glucose homeostasis and insulin sensitivity?  -Acute metabolic effects of desacyl ghrelin in insulin resistant patients 
 
 
 HORMONERNE ACYL- OG DESACYL-GHRELIN: SOM YIN OG YANG I FORHOLD TIL SUKKEROMSÆTNING OG INSULINFØLSOMHED?",""
76,"2013-000026-57","Eligible","euctr","2013-000026-57",NA,"None found","Effect of granisetron on facial skin sensitivity in healthy volunteers","Karolinska Institutet",1,"Any Completed, none Prematurely Ended",0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"2018-11-01","Effect of granisetron on facial skin sensitivity in healthy volunteers","Granosetron and facial skin sensitivity"
77,"2013-000797-30","Eligible","euctr","2013-000797-30","NCT02764619","Automatically identified","Inhibition of aldosterone to diminish diffuse myocardial fibrosis in atrial fibrillation    Hæmning af aldosteron for reduktion af diffus fibrose i myokardiet hos patienter med aftrieflimren","Odense University Hospital",1,"Any Completed, none Prematurely Ended",0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-26","Inhibition of aldosterone to diminish diffuse myocardial fibrosis in atrial fibrillation 
 
 
 Hæmning af aldosteron for reduktion af diffus fibrose i myokardiet hos patienter med aftrieflimren","INSPIRE-AF"
78,"2013-000975-33","Eligible","euctr","2013-000975-33","NCT02752633","Identified in publication","Novel Assays for the Determination of Urinary 2,8-Dihydroxyadenine and Other Key Urinary Purine Metabolites - Rare Diseases Clinical Research Network Protocol Version 1","The National University Hospital of Iceland",1,"Any Completed, none Prematurely Ended",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-31","Novel Assays for the Determination of Urinary 2,8-Dihydroxyadenine and Other Key Urinary Purine Metabolites - Rare Diseases Clinical Research Network
 Protocol Version 1",""
